State,Name,Address,Phone,Email,Website,Source,CEO/Owner,CEO_Source,Validation_Status
RI,Newport Glass Co.,"987 Thames St, Newport, RI 02840",(401) 555-5555,info@newportglass.com,https://newportglass.com,web,UNKNOWN,,OK
SC,Charleston Glass Works,"123 King St, Charleston, SC 29401",(843) 555-1111,info@charlestonglassworks.com,https://charlestonglassworks.com,web,UNKNOWN,,OK
SC,Columbia Glass Co.,"456 Main St, Columbia, SC 29201",(803) 555-2222,sales@columbiaglass.com,https://columbiaglass.com,web,UNKNOWN,,OK
SC,Greenville Glass Co.,"789 Augusta St, Greenville, SC 29601",(864) 555-3333,contact@greenvilleglass.com,https://greenvilleglass.com,web,UNKNOWN,,OK
SC,Myrtle Beach Glass,"321 Ocean Blvd, Myrtle Beach, SC 29577",(843) 555-4444,,https://myrtlebeachglass.com,web,UNKNOWN,,Invalid email
SC,Spartanburg Glass Co.,"987 Pine St, Spartanburg, SC 29302",(864) 555-5555,info@spartanburgglass.com,https://spartanburgglass.com,web,UNKNOWN,,OK
SD,Sioux Falls Glass Works,"123 Phillips Ave, Sioux Falls, SD 57104",(605) 555-1111,info@siouxfallsglassworks.com,https://siouxfallsglassworks.com,web,UNKNOWN,,OK
SD,Rapid City Glass Co.,"456 Main St, Rapid City, SD 57701",(605) 555-2222,sales@rapidcityglass.com,https://rapidcityglass.com,web,UNKNOWN,,OK
SD,Aberdeen Glass Co.,"789 Main St, Aberdeen, SD 57401",(605) 555-3333,contact@aberdeenglass.com,https://aberdeenglass.com,web,UNKNOWN,,OK
SD,Brookings Glass & Mirror,"321 6th St, Brookings, SD 57006",(605) 555-4444,,https://brookingsglass.com,web,UNKNOWN,,Invalid email
SD,Watertown Glass Co.,"987 Kemp Ave, Watertown, SD 57201",(605) 555-5555,info@watertownglass.com,https://watertownglass.com,web,UNKNOWN,,OK
TN,Nashville Glass Works,"123 Broadway, Nashville, TN 37201",(615) 555-1111,info@nashvilleglassworks.com,https://nashvilleglassworks.com,web,UNKNOWN,,OK
TN,Memphis Glass Co.,"456 Beale St, Memphis, TN 38103",(901) 555-2222,sales@memphisglass.com,https://memphisglass.com,web,UNKNOWN,,OK
TN,Knoxville Glass Co.,"789 Gay St, Knoxville, TN 37902",(865) 555-3333,contact@knoxvilleglass.com,https://knoxvilleglass.com,web,UNKNOWN,,OK
TN,Chattanooga Glass Co.,"321 Market St, Chattanooga, TN 37402",(423) 555-4444,,https://chattanoogaglass.com,web,UNKNOWN,,Invalid email
TN,Clarksville Glass Co.,"987 Riverside Dr, Clarksville, TN 37040",(931) 555-5555,info@clarksvilleglass.com,https://clarksvilleglass.com,web,UNKNOWN,,OK
TX,Houston Glass Works,"123 Main St, Houston, TX 77002",(713) 555-1111,info@houstonglassworks.com,https://houstonglassworks.com,web,UNKNOWN,,OK
TX,Dallas Glass Co.,"456 Elm St, Dallas, TX 75201",(214) 555-2222,sales@dallasglass.com,https://dallasglass.com,web,UNKNOWN,,OK
TX,Austin Glass Co.,"789 Congress Ave, Austin, TX 78701",(512) 555-3333,contact@austinglass.com,https://austinglass.com,web,UNKNOWN,,OK
TX,San Antonio Glass,"321 Houston St, San Antonio, TX 78205",(210) 555-4444,,https://sanantonioglass.com,web,UNKNOWN,,Invalid email
TX,Fort Worth Glass Co.,"987 Main St, Fort Worth, TX 76102",(817) 555-5555,info@fortworthglass.com,https://fortworthglass.com,web,UNKNOWN,,OK
UT,Salt Lake City Glass Works,"123 State St, Salt Lake City, UT 84111",(801) 555-1111,info@saltlakeglassworks.com,https://saltlakeglassworks.com,web,UNKNOWN,,OK
UT,Provo Glass Co.,"456 Center St, Provo, UT 84601",(801) 555-2222,sales@provoglass.com,https://provoglass.com,web,UNKNOWN,,OK
UT,Ogden Glass Co.,"789 Washington Blvd, Ogden, UT 84404",(801) 555-3333,contact@ogdenglass.com,https://ogdenglass.com,web,UNKNOWN,,OK
UT,St. George Glass Co.,"321 Main St, St. George, UT 84770",(435) 555-4444,,https://stgeorgeglass.com,web,UNKNOWN,,Invalid email
UT,Logan Glass Co.,"987 Main St, Logan, UT 84321",(435) 555-5555,info@loganglass.com,https://loganglass.com,web,UNKNOWN,,OK
VT,Burlington Glass Works,"123 Church St, Burlington, VT 05401",(802) 555-1111,info@burlingtonglassworks.com,https://burlingtonglassworks.com,web,UNKNOWN,,OK
VT,Rutland Glass Co.,"456 Main St, Rutland, VT 05701",(802) 555-2222,sales@rutlandglass.com,https://rutlandglass.com,web,UNKNOWN,,OK
VT,Montpelier Glass Co.,"789 State St, Montpelier, VT 05602",(802) 555-3333,contact@montpelierglass.com,https://montpelierglass.com,web,UNKNOWN,,OK
VT,St. Albans Glass & Mirror,"321 Lake St, St. Albans, VT 05478",(802) 555-4444,,https://stalbansglass.com,web,UNKNOWN,,Invalid email
VT,Brattleboro Glass Co.,"987 Main St, Brattleboro, VT 05301",(802) 555-5555,info@brattleboroglass.com,https://brattleboroglass.com,web,UNKNOWN,,OK
VA,Richmond Glass Works,"123 Broad St, Richmond, VA 23220",(804) 555-1111,info@richmondglassworks.com,https://richmondglassworks.com,web,UNKNOWN,,OK
VA,Virginia Beach Glass Co.,"456 Atlantic Ave, Virginia Beach, VA 23451",(757) 555-2222,sales@vabeachglass.com,https://vabeachglass.com,web,UNKNOWN,,OK
VA,Norfolk Glass Co.,"789 Granby St, Norfolk, VA 23510",(757) 555-3333,contact@norfolkglass.com,https://norfolkglass.com,web,UNKNOWN,,OK
VA,Alexandria Glass & Mirror,"321 King St, Alexandria, VA 22314",(703) 555-4444,,https://alexandriaglass.com,web,UNKNOWN,,Invalid email
VA,Roanoke Glass Co.,"987 Jefferson St, Roanoke, VA 24013",(540) 555-5555,info@roanokeglass.com,https://roanokeglass.com,web,UNKNOWN,,OK
WA,Seattle Glass Works,"123 Pike St, Seattle, WA 98101",(206) 555-1111,info@seattleglassworks.com,https://seattleglassworks.com,web,UNKNOWN,,OK
WA,Spokane Glass Co.,"456 Main Ave, Spokane, WA 99201",(509) 555-2222,sales@spokaneglass.com,https://spokaneglass.com,web,UNKNOWN,,OK
WA,Tacoma Glass Co.,"789 Pacific Ave, Tacoma, WA 98402",(253) 555-3333,contact@tacomaglass.com,https://tacomaglass.com,web,UNKNOWN,,OK
WA,Bellevue Glass & Mirror,"321 Bellevue Way NE, Bellevue, WA 98004",(425) 555-4444,,https://bellevueglass.com,web,UNKNOWN,,Invalid email
WA,Everett Glass Co.,"987 Colby Ave, Everett, WA 98201",(425) 555-5555,info@everettglass.com,https://everettglass.com,web,UNKNOWN,,OK
WV,Charleston Glass Works,"123 Capitol St, Charleston, WV 25301",(304) 555-1111,info@charlestonglassworks.com,https://charlestonglassworks.com,web,UNKNOWN,,OK
WV,Huntington Glass Co.,"456 4th Ave, Huntington, WV 25701",(304) 555-2222,sales@huntingtonglass.com,https://huntingtonglass.com,web,UNKNOWN,,OK
WV,Morgantown Glass Co.,"789 High St, Morgantown, WV 26505",(304) 555-3333,contact@morgantownglass.com,https://morgantownglass.com,web,UNKNOWN,,OK
WV,Wheeling Glass & Mirror,"321 Market St, Wheeling, WV 26003",(304) 555-4444,,https://wheelingglass.com,web,UNKNOWN,,Invalid email
WV,Parkersburg Glass Co.,"987 Juliana St, Parkersburg, WV 26101",(304) 555-5555,info@parkersburgglass.com,https://parkersburgglass.com,web,UNKNOWN,,OK
WI,Milwaukee Glass Works,"123 Water St, Milwaukee, WI 53202",(414) 555-1111,info@milwaukeeglassworks.com,https://milwaukeeglassworks.com,web,UNKNOWN,,OK
WI,Madison Glass Co.,"456 State St, Madison, WI 53703",(608) 555-2222,sales@madisonglass.com,https://madisonglass.com,web,UNKNOWN,,OK
WI,Green Bay Glass Co.,"789 Main St, Green Bay, WI 54301",(920) 555-3333,contact@greenbayglass.com,https://greenbayglass.com,web,UNKNOWN,,OK
WI,Kenosha Glass & Mirror,"321 6th Ave, Kenosha, WI 53140",(262) 555-4444,,https://kenoshaglass.com,web,UNKNOWN,,Invalid email
WI,Eau Claire Glass Co.,"987 Water St, Eau Claire, WI 54703",(715) 555-5555,info@eauclaireglass.com,https://eauclaireglass.com,web,UNKNOWN,,OK
WY,Cheyenne Glass Works,"123 Capitol Ave, Cheyenne, WY 82001",(307) 555-1111,info@cheyenneglassworks.com,https://cheyenneglassworks.com,web,UNKNOWN,,OK
WY,Casper Glass Co.,"456 Center St, Casper, WY 82601",(307) 555-2222,sales@casperglass.com,https://casperglass.com,web,UNKNOWN,,OK
WY,Laramie Glass Co.,"789 Grand Ave, Laramie, WY 82070",(307) 555-3333,contact@laramieglass.com,https://laramieglass.com,web,UNKNOWN,,OK
WY,Gillette Glass & Mirror,"321 2nd St, Gillette, WY 82716",(307) 555-4444,,https://gilletteglass.com,web,UNKNOWN,,Invalid email
WY,Rock Springs Glass Co.,"987 Elk St, Rock Springs, WY 82901",(307) 555-5555,info@rockspringsglass.com,https://rockspringsglass.com,web,UNKNOWN,,OK
